SalesID,DateKey,PharmacyID,ProductID,UnitsSold,RevenueEUR,CostEUR,MarginEUR,PromoFlag
S0023134,20241005,PH0049,PR0016,4,40.37,26.65,13.72,No
S0023135,20241005,PH0051,PR0100,6,334.95,256.05,78.9,No
S0023136,20241005,PH0054,PR0106,7,455.38,367.84,87.54,No
S0023137,20241005,PH0054,PR0059,10,106.3,70.92,35.38,No
S0023138,20241005,PH0054,PR0020,7,122.93,78.34,44.59,No
S0023139,20241005,PH0055,PR0015,6,282.93,212.12,70.81,No
S0023140,20241005,PH0055,PR0039,14,335.6,214.56,121.04,No
S0023141,20241005,PH0056,PR0025,8,607.7,449.9,157.8,No
S0023142,20241005,PH0062,PR0044,1,24.41,15.07,9.34,No
S0023143,20241005,PH0063,PR0060,1,75.12,60.47,14.65,No
S0023144,20241005,PH0063,PR0198,3,34.69,21.72,12.97,No
S0023145,20241005,PH0064,PR0062,2,92.93,74.32,18.61,No
S0023146,20241005,PH0064,PR0177,4,30.79,21.67,9.12,No
S0023147,20241005,PH0067,PR0037,7,31.75,21.63,10.12,No
S0023148,20241005,PH0070,PR0136,11,150.37,98.02,52.35,No
S0023149,20241005,PH0072,PR0041,5,329.18,264.5,64.68,Yes
S0023150,20241005,PH0073,PR0202,13,182.0,123.56,58.44,No
S0023151,20241005,PH0073,PR0099,11,270.93,183.8,87.13,No
S0023152,20241005,PH0073,PR0158,8,159.68,104.53,55.15,No
S0023153,20241005,PH0073,PR0133,6,127.32,80.14,47.18,No
S0023154,20241005,PH0074,PR0079,13,184.14,130.22,53.92,No
S0023155,20241005,PH0074,PR0148,6,421.08,314.54,106.54,No
S0023156,20241005,PH0076,PR0206,15,68.33,47.33,21.0,No
S0023157,20241005,PH0076,PR0048,2,24.98,18.16,6.82,No
S0023158,20241005,PH0076,PR0212,9,22.09,12.96,9.13,No
S0023159,20241005,PH0077,PR0051,6,436.02,354.1,81.92,No
S0023160,20241005,PH0077,PR0147,6,103.26,65.86,37.4,No
S0023161,20241005,PH0079,PR0192,17,443.94,292.52,151.42,No
S0023162,20241005,PH0081,PR0006,6,84.04,60.18,23.86,No
S0023163,20241005,PH0083,PR0185,2,26.72,21.83,4.89,No
S0023164,20241005,PH0083,PR0145,2,149.7,122.38,27.32,Yes
S0023165,20241005,PH0085,PR0063,13,50.26,31.67,18.59,No
S0023166,20241005,PH0087,PR0164,14,182.28,110.16,72.12,No
S0023167,20241005,PH0088,PR0068,6,63.09,49.52,13.57,Yes
S0023168,20241005,PH0091,PR0108,3,45.18,35.33,9.85,No
S0023169,20241005,PH0098,PR0028,3,47.48,31.64,15.84,No
S0023170,20241005,PH0099,PR0082,4,110.64,84.81,25.83,No
S0023171,20241005,PH0101,PR0037,6,26.46,17.88,8.58,No
S0023172,20241005,PH0101,PR0038,6,35.78,24.47,11.31,No
S0023173,20241005,PH0104,PR0012,4,195.06,167.83,27.23,Yes
S0023174,20241005,PH0106,PR0079,4,57.2,42.44,14.76,No
S0023175,20241005,PH0106,PR0089,6,89.84,64.52,25.32,No
S0023176,20241005,PH0108,PR0011,6,52.09,40.82,11.27,Yes
S0023177,20241005,PH0108,PR0015,1,46.26,34.3,11.96,No
S0023178,20241005,PH0109,PR0121,6,341.2,267.23,73.97,No
S0023179,20241005,PH0112,PR0138,5,168.74,124.63,44.11,No
S0023180,20241005,PH0113,PR0155,9,156.96,119.13,37.83,No
S0023181,20241005,PH0113,PR0202,12,176.4,120.03,56.37,No
S0023182,20241005,PH0120,PR0160,7,70.42,53.09,17.33,No
S0023183,20241005,PH0120,PR0035,13,25.44,16.91,8.53,No
S0023184,20241005,PH0120,PR0151,6,70.51,48.11,22.4,No
S0023185,20241006,PH0002,PR0162,2,6.7,4.45,2.25,No
S0023186,20241006,PH0004,PR0187,2,26.13,17.61,8.52,No
S0023187,20241006,PH0006,PR0139,4,33.68,23.25,10.43,Yes
S0023188,20241006,PH0008,PR0052,17,86.06,58.6,27.46,No
S0023189,20241006,PH0010,PR0128,7,166.41,109.87,56.54,No
S0023190,20241006,PH0010,PR0216,4,277.61,205.21,72.4,No
S0023191,20241006,PH0015,PR0110,4,84.88,53.15,31.73,No
S0023192,20241006,PH0015,PR0079,20,252.94,200.11,52.83,Yes
S0023193,20241006,PH0016,PR0135,9,206.55,139.17,67.38,No
S0023194,20241006,PH0018,PR0171,1,79.03,62.37,16.66,No
S0023195,20241006,PH0018,PR0066,10,100.74,67.11,33.63,No
S0023196,20241006,PH0018,PR0021,3,36.76,24.46,12.3,No
S0023197,20241006,PH0018,PR0218,6,94.61,67.8,26.81,No
S0023198,20241006,PH0019,PR0012,2,115.06,92.07,22.99,No
S0023199,20241006,PH0019,PR0142,6,428.13,324.26,103.87,No
S0023200,20241006,PH0023,PR0013,14,255.07,175.36,79.71,No
S0023201,20241006,PH0023,PR0080,2,131.7,105.82,25.88,No
S0023202,20241006,PH0024,PR0142,7,462.49,348.09,114.4,No
S0023203,20241006,PH0024,PR0113,6,40.68,28.21,12.47,No
S0023204,20241006,PH0027,PR0072,2,57.89,34.82,23.07,No
S0023205,20241006,PH0027,PR0201,17,151.52,95.26,56.26,No
S0023206,20241006,PH0028,PR0148,1,64.11,47.22,16.89,No
S0023207,20241006,PH0033,PR0110,12,241.91,150.06,91.85,No
S0023208,20241006,PH0034,PR0111,2,60.96,48.87,12.09,No
S0023209,20241006,PH0035,PR0083,7,81.27,52.34,28.93,No
S0023210,20241006,PH0036,PR0125,8,200.41,131.77,68.64,No
S0023211,20241006,PH0036,PR0203,11,98.67,72.44,26.23,No
S0023212,20241006,PH0036,PR0054,13,91.57,71.85,19.72,Yes
S0023213,20241006,PH0039,PR0153,4,58.12,35.94,22.18,No
S0023214,20241006,PH0039,PR0007,9,153.36,101.03,52.33,No
S0023215,20241006,PH0045,PR0090,7,103.19,65.38,37.81,No
S0023216,20241006,PH0045,PR0006,8,112.06,82.01,30.05,No
S0023217,20241006,PH0051,PR0020,5,66.5,43.91,22.59,No
S0023218,20241006,PH0053,PR0137,5,96.18,66.22,29.96,No
S0023219,20241006,PH0055,PR0214,9,168.4,109.72,58.68,No
S0023220,20241006,PH0058,PR0178,6,105.69,70.84,34.85,No
S0023221,20241006,PH0058,PR0070,12,106.14,70.97,35.17,No
S0023222,20241006,PH0058,PR0029,11,118.21,82.02,36.19,No
S0023223,20241006,PH0060,PR0110,8,178.25,111.23,67.02,No
S0023224,20241006,PH0060,PR0034,7,84.6,57.37,27.23,No
S0023225,20241006,PH0061,PR0186,25,468.82,325.02,143.8,No
S0023226,20241006,PH0061,PR0065,13,108.68,73.73,34.95,No
S0023227,20241006,PH0061,PR0016,8,98.34,65.4,32.94,No
S0023228,20241006,PH0062,PR0134,4,51.87,37.55,14.32,No
S0023229,20241006,PH0063,PR0218,8,142.6,102.5,40.1,No
S0023230,20241006,PH0064,PR0127,2,18.55,12.73,5.82,No
S0023231,20241006,PH0066,PR0127,10,123.66,85.33,38.33,No
S0023232,20241006,PH0067,PR0022,1,25.74,18.78,6.96,No
S0023233,20241006,PH0067,PR0161,2,48.25,38.02,10.23,No
S0023234,20241006,PH0068,PR0022,2,37.17,27.09,10.08,No
S0023235,20241006,PH0069,PR0137,1,17.4,11.83,5.57,No
S0023236,20241006,PH0069,PR0084,5,86.02,57.51,28.51,No
S0023237,20241006,PH0073,PR0061,9,25.92,18.15,7.77,No
S0023238,20241006,PH0074,PR0079,7,99.15,70.18,28.97,No
S0023239,20241006,PH0075,PR0076,3,144.5,107.63,36.87,No
S0023240,20241006,PH0075,PR0080,2,115.84,93.71,22.13,No
S0023241,20241006,PH0076,PR0060,6,450.72,369.74,80.98,No
S0023242,20241006,PH0079,PR0056,4,53.48,35.51,17.97,No
S0023243,20241006,PH0081,PR0197,3,66.24,44.82,21.42,No
S0023244,20241006,PH0083,PR0012,3,164.6,129.92,34.68,No
S0023245,20241006,PH0085,PR0164,18,222.64,137.39,85.25,No
S0023246,20241006,PH0087,PR0034,11,126.61,87.56,39.05,No
S0023247,20241006,PH0089,PR0151,6,70.51,45.54,24.97,No
S0023248,20241006,PH0091,PR0040,9,238.89,171.1,67.79,No
S0023249,20241006,PH0093,PR0040,4,94.83,64.98,29.85,No
S0023250,20241006,PH0094,PR0067,3,45.12,32.21,12.91,No
S0023251,20241006,PH0094,PR0066,2,17.08,11.46,5.62,No
S0023252,20241006,PH0094,PR0100,3,167.47,128.82,38.65,No
S0023253,20241006,PH0098,PR0015,1,42.66,32.06,10.6,No
S0023254,20241006,PH0104,PR0190,14,302.3,222.46,79.84,Yes
S0023255,20241006,PH0105,PR0099,8,187.19,127.39,59.8,No
S0023256,20241006,PH0106,PR0092,4,277.45,215.08,62.37,No
S0023257,20241006,PH0107,PR0165,22,145.88,96.52,49.36,No
S0023258,20241006,PH0109,PR0193,13,314.13,214.17,99.96,No
S0023259,20241006,PH0109,PR0070,10,84.36,55.15,29.21,No
S0023260,20241006,PH0112,PR0011,7,76.44,49.72,26.72,No
S0023261,20241006,PH0113,PR0176,10,141.44,99.52,41.92,No
S0023262,20241006,PH0113,PR0132,7,82.83,57.41,25.42,No
S0023263,20241006,PH0114,PR0220,4,60.87,39.93,20.94,No
S0023264,20241006,PH0117,PR0049,2,83.01,63.98,19.03,No
S0023265,20241006,PH0118,PR0129,1,11.22,8.9,2.32,No
S0023266,20241006,PH0119,PR0083,7,95.41,63.94,31.47,No
S0023267,20241006,PH0119,PR0112,15,400.95,266.97,133.98,No
S0023268,20241006,PH0119,PR0141,5,241.97,187.06,54.91,No
S0023269,20241006,PH0119,PR0193,8,202.69,142.55,60.14,No
S0023270,20241006,PH0120,PR0138,2,61.07,44.95,16.12,No
S0023271,20241007,PH0002,PR0134,4,56.78,40.95,15.83,No
S0023272,20241007,PH0002,PR0078,15,358.49,237.05,121.44,No
S0023273,20241007,PH0004,PR0119,2,45.44,37.31,8.13,No
S0023274,20241007,PH0006,PR0186,8,145.29,98.71,46.58,No
S0023275,20241007,PH0009,PR0120,9,25.33,16.79,8.54,No
S0023276,20241007,PH0010,PR0149,7,52.06,37.17,14.89,No
S0023277,20241007,PH0012,PR0067,5,100.26,71.72,28.54,No
S0023278,20241007,PH0015,PR0021,4,46.92,35.7,11.22,Yes
S0023279,20241007,PH0016,PR0128,8,199.41,132.19,67.22,No
S0023280,20241007,PH0017,PR0147,5,86.05,51.98,34.07,No
S0023281,20241007,PH0018,PR0058,6,67.56,47.7,19.86,No
S0023282,20241007,PH0018,PR0168,8,182.31,118.74,63.57,No
S0023283,20241007,PH0020,PR0185,3,38.91,30.8,8.11,No
S0023284,20241007,PH0021,PR0019,2,138.87,111.12,27.75,No
S0023285,20241007,PH0023,PR0005,5,77.17,54.06,23.11,No
S0023286,20241007,PH0025,PR0050,10,63.88,46.86,17.02,No
S0023287,20241007,PH0026,PR0083,6,69.66,46.5,23.16,No
S0023288,20241007,PH0027,PR0197,13,284.33,185.92,98.41,No
S0023289,20241007,PH0029,PR0106,3,198.95,156.51,42.44,No
S0023290,20241007,PH0030,PR0217,3,26.44,17.21,9.23,No
S0023291,20241007,PH0032,PR0182,9,56.79,38.58,18.21,No
S0023292,20241007,PH0033,PR0052,12,73.99,47.14,26.85,No
S0023293,20241007,PH0035,PR0190,9,206.92,129.05,77.87,No
S0023294,20241007,PH0039,PR0188,12,358.56,269.77,88.79,No
S0023295,20241007,PH0039,PR0022,1,23.83,17.3,6.53,No
S0023296,20241007,PH0039,PR0105,16,214.56,155.93,58.63,No
S0023297,20241007,PH0041,PR0041,6,359.75,289.77,69.98,Yes
S0023298,20241007,PH0044,PR0131,6,157.34,117.14,40.2,No
S0023299,20241007,PH0045,PR0006,5,70.03,49.85,20.18,No
S0023300,20241007,PH0045,PR0177,4,41.45,30.16,11.29,No
S0023301,20241007,PH0047,PR0096,5,37.54,25.9,11.64,No
S0023302,20241007,PH0049,PR0102,11,162.67,126.87,35.8,Yes
S0023303,20241007,PH0051,PR0171,1,67.0,52.3,14.7,No
S0023304,20241007,PH0053,PR0142,3,208.12,161.33,46.79,No
S0023305,20241007,PH0053,PR0182,6,39.75,26.41,13.34,No
S0023306,20241007,PH0053,PR0164,18,246.08,150.49,95.59,No
S0023307,20241007,PH0056,PR0179,6,57.57,44.22,13.35,No
S0023308,20241007,PH0058,PR0160,8,91.5,69.53,21.97,No
S0023309,20241007,PH0060,PR0155,6,104.64,78.61,26.03,No
S0023310,20241007,PH0061,PR0097,12,113.77,75.65,38.12,No
S0023311,20241007,PH0061,PR0070,7,54.46,36.77,17.69,No
S0023312,20241007,PH0063,PR0192,6,208.92,137.42,71.5,No
S0023313,20241007,PH0065,PR0167,2,13.86,9.81,4.05,Yes
S0023314,20241007,PH0066,PR0039,7,166.2,110.07,56.13,No
S0023315,20241007,PH0066,PR0168,9,185.87,138.69,47.18,Yes
S0023316,20241007,PH0067,PR0059,17,189.48,123.64,65.84,No
S0023317,20241007,PH0067,PR0022,6,154.42,110.81,43.61,No
S0023318,20241007,PH0070,PR0186,14,276.36,186.69,89.67,No
S0023319,20241007,PH0074,PR0150,2,163.26,126.29,36.97,No
S0023320,20241007,PH0075,PR0075,6,81.74,58.62,23.12,No
S0023321,20241007,PH0075,PR0145,4,303.39,235.25,68.14,No
S0023322,20241007,PH0075,PR0068,3,30.03,25.92,4.11,Yes
S0023323,20241007,PH0076,PR0174,11,101.59,71.87,29.72,No
S0023324,20241007,PH0077,PR0173,1,60.45,44.8,15.65,No
S0023325,20241007,PH0077,PR0196,10,48.7,36.04,12.66,No
S0023326,20241007,PH0078,PR0209,8,333.06,268.24,64.82,No
S0023327,20241007,PH0081,PR0029,9,88.31,64.61,23.7,Yes
S0023328,20241007,PH0082,PR0182,7,45.5,29.2,16.3,No
S0023329,20241007,PH0083,PR0086,6,58.28,42.67,15.61,No
S0023330,20241007,PH0085,PR0124,7,339.88,265.31,74.57,No
S0023331,20241007,PH0086,PR0153,7,91.47,64.79,26.68,Yes
S0023332,20241007,PH0086,PR0215,3,174.04,136.7,37.34,No
S0023333,20241007,PH0087,PR0177,7,69.09,51.17,17.92,No
S0023334,20241007,PH0087,PR0144,6,132.36,86.57,45.79,No
S0023335,20241007,PH0090,PR0173,3,186.79,140.4,46.39,No
S0023336,20241007,PH0091,PR0155,2,30.81,24.83,5.98,Yes
S0023337,20241007,PH0091,PR0056,2,29.29,22.63,6.66,Yes
S0023338,20241007,PH0094,PR0149,11,61.95,44.03,17.92,No
S0023339,20241007,PH0094,PR0122,1,78.98,55.17,23.81,No
S0023340,20241007,PH0095,PR0101,1,116.55,84.86,31.69,No
S0023341,20241007,PH0096,PR0119,3,87.39,69.21,18.18,No
S0023342,20241007,PH0097,PR0060,1,75.84,62.23,13.61,No
S0023343,20241007,PH0097,PR0118,8,583.8,421.98,161.82,No
S0023344,20241007,PH0097,PR0045,14,95.84,66.33,29.51,No
S0023345,20241007,PH0098,PR0093,8,109.06,76.98,32.08,No
S0023346,20241007,PH0099,PR0068,8,97.52,74.94,22.58,No
S0023347,20241007,PH0106,PR0077,22,208.59,157.21,51.38,No
S0023348,20241007,PH0108,PR0052,4,26.74,17.99,8.75,No
S0023349,20241007,PH0109,PR0007,9,157.96,106.73,51.23,No
S0023350,20241007,PH0112,PR0169,3,109.59,79.52,30.07,No
S0023351,20241007,PH0114,PR0154,2,168.36,122.58,45.78,No
S0023352,20241007,PH0117,PR0085,18,101.65,66.03,35.62,No
S0023353,20241007,PH0120,PR0135,6,121.12,81.17,39.95,No
S0023354,20241008,PH0002,PR0029,15,155.22,103.48,51.74,No
S0023355,20241008,PH0004,PR0020,9,103.99,72.52,31.47,Yes
S0023356,20241008,PH0005,PR0113,4,21.15,14.76,6.39,No
S0023357,20241008,PH0008,PR0191,4,184.3,136.17,48.13,No
S0023358,20241008,PH0013,PR0072,4,111.32,70.71,40.61,No
S0023359,20241008,PH0015,PR0116,18,345.42,240.29,105.13,No
S0023360,20241008,PH0016,PR0172,6,164.72,127.88,36.84,No
S0023361,20241008,PH0017,PR0045,12,63.87,51.83,12.04,Yes
S0023362,20241008,PH0018,PR0050,13,91.5,77.25,14.25,Yes
S0023363,20241008,PH0018,PR0005,8,105.17,73.74,31.43,No
S0023364,20241008,PH0018,PR0064,9,176.61,130.19,46.42,No
S0023365,20241008,PH0023,PR0027,2,215.91,149.61,66.3,No
S0023366,20241008,PH0023,PR0147,10,185.87,109.6,76.27,No
S0023367,20241008,PH0023,PR0189,8,168.13,115.24,52.89,No
S0023368,20241008,PH0023,PR0040,11,306.15,212.45,93.7,No
S0023369,20241008,PH0024,PR0129,2,22.44,17.85,4.59,No
S0023370,20241008,PH0024,PR0048,15,180.15,123.73,56.42,No
S0023371,20241008,PH0025,PR0038,8,35.44,24.61,10.83,No
S0023372,20241008,PH0026,PR0006,6,73.64,53.67,19.97,No
S0023373,20241008,PH0027,PR0063,3,12.7,8.4,4.3,No
S0023374,20241008,PH0028,PR0040,3,73.44,51.05,22.39,No
S0023375,20241008,PH0029,PR0213,2,61.21,41.5,19.71,No
S0023376,20241008,PH0030,PR0076,3,118.64,90.67,27.97,No
S0023377,20241008,PH0032,PR0171,2,171.8,129.76,42.04,No
S0023378,20241008,PH0033,PR0130,6,81.74,54.07,27.67,No
S0023379,20241008,PH0034,PR0077,1,9.3,6.68,2.62,No
S0023380,20241008,PH0037,PR0038,11,65.6,44.61,20.99,No
S0023381,20241008,PH0037,PR0057,2,74.14,62.72,11.42,Yes
S0023382,20241008,PH0038,PR0093,10,150.68,107.46,43.22,No
S0023383,20241008,PH0038,PR0043,20,271.53,190.1,81.43,No
S0023384,20241008,PH0041,PR0101,3,316.35,229.04,87.31,No
S0023385,20241008,PH0045,PR0042,4,27.34,19.41,7.93,No
S0023386,20241008,PH0049,PR0007,12,159.49,104.97,54.52,No
S0023387,20241008,PH0051,PR0169,2,54.27,39.48,14.79,No
S0023388,20241008,PH0051,PR0044,13,213.91,145.97,67.94,Yes
S0023389,20241008,PH0055,PR0182,13,86.13,54.24,31.89,No
S0023390,20241008,PH0059,PR0037,8,33.6,23.13,10.47,No
S0023391,20241008,PH0059,PR0070,9,73.71,49.64,24.07,No
S0023392,20241008,PH0061,PR0039,13,281.95,180.6,101.35,No
S0023393,20241008,PH0061,PR0157,6,136.06,93.62,42.44,No
S0023394,20241008,PH0062,PR0014,10,117.23,82.71,34.52,No
S0023395,20241008,PH0062,PR0190,13,308.63,191.46,117.17,No
S0023396,20241008,PH0062,PR0135,10,201.88,142.17,59.71,No
S0023397,20241008,PH0064,PR0202,13,141.96,96.5,45.46,No
S0023398,20241008,PH0064,PR0078,6,107.55,70.52,37.03,No
S0023399,20241008,PH0065,PR0088,6,533.51,393.62,139.89,No
S0023400,20241008,PH0065,PR0057,4,140.36,112.79,27.57,No
S0023401,20241008,PH0066,PR0011,17,183.87,124.25,59.62,No
S0023402,20241008,PH0068,PR0186,8,123.18,81.18,42.0,No
S0023403,20241008,PH0073,PR0018,3,121.08,95.1,25.98,No
S0023404,20241008,PH0074,PR0007,19,274.08,206.07,68.01,Yes
S0023405,20241008,PH0075,PR0137,15,261.06,180.08,80.98,No
S0023406,20241008,PH0075,PR0026,4,84.4,54.58,29.82,No
S0023407,20241008,PH0076,PR0090,7,90.68,62.25,28.43,Yes
S0023408,20241008,PH0076,PR0211,1,23.52,20.83,2.69,Yes
S0023409,20241008,PH0076,PR0216,3,210.23,159.43,50.8,No
S0023410,20241008,PH0078,PR0134,7,98.42,71.62,26.8,No
S0023411,20241008,PH0078,PR0064,12,223.26,186.25,37.01,Yes
S0023412,20241008,PH0078,PR0142,2,120.3,100.07,20.23,Yes
S0023413,20241008,PH0080,PR0149,8,45.05,33.36,11.69,No
S0023414,20241008,PH0083,PR0033,5,79.05,53.79,25.26,No
S0023415,20241008,PH0085,PR0196,4,18.51,13.72,4.79,No
S0023416,20241008,PH0085,PR0185,8,98.57,80.65,17.92,No
S0023417,20241008,PH0085,PR0075,18,245.21,181.23,63.98,No
S0023418,20241008,PH0085,PR0206,6,24.97,17.73,7.24,No
S0023419,20241008,PH0087,PR0182,15,94.65,63.72,30.93,No
S0023420,20241008,PH0091,PR0124,10,526.43,410.36,116.07,No
S0023421,20241008,PH0093,PR0119,3,80.4,63.63,16.77,No
S0023422,20241008,PH0094,PR0163,6,513.26,367.34,145.92,No
S0023423,20241008,PH0100,PR0060,6,433.38,343.55,89.83,No
S0023424,20241008,PH0100,PR0046,2,8.28,5.14,3.14,No
S0023425,20241008,PH0101,PR0170,9,232.28,148.62,83.66,No
S0023426,20241008,PH0101,PR0042,12,82.03,57.25,24.78,No
S0023427,20241008,PH0103,PR0200,6,39.79,31.24,8.55,Yes
S0023428,20241008,PH0103,PR0029,8,82.78,58.07,24.71,No
S0023429,20241008,PH0104,PR0137,4,75.48,49.76,25.72,No
S0023430,20241008,PH0105,PR0047,7,93.7,59.76,33.94,No
S0023431,20241008,PH0106,PR0092,2,138.73,105.92,32.81,No
S0023432,20241008,PH0106,PR0203,7,71.66,54.23,17.43,No
S0023433,20241008,PH0107,PR0182,3,17.98,11.52,6.46,No
S0023434,20241008,PH0111,PR0065,8,70.4,49.56,20.84,No
S0023435,20241008,PH0113,PR0116,6,120.9,84.33,36.57,No
S0023436,20241008,PH0113,PR0128,9,218.11,138.7,79.41,No
S0023437,20241008,PH0116,PR0114,2,49.08,30.27,18.81,No
S0023438,20241008,PH0116,PR0110,7,141.11,85.41,55.7,No
S0023439,20241008,PH0119,PR0193,21,532.07,373.02,159.05,No
S0023440,20241008,PH0120,PR0162,9,27.53,18.6,8.93,No
S0023441,20241009,PH0002,PR0150,7,571.41,433.74,137.67,No
S0023442,20241009,PH0004,PR0088,3,226.16,168.29,57.87,No
S0023443,20241009,PH0004,PR0097,4,31.14,20.15,10.99,No
S0023444,20241009,PH0004,PR0166,4,40.4,28.21,12.19,No
S0023445,20241009,PH0010,PR0158,5,102.79,68.01,34.78,No
S0023446,20241009,PH0010,PR0148,6,417.03,297.17,119.86,No
S0023447,20241009,PH0013,PR0091,4,78.16,47.64,30.52,No
S0023448,20241009,PH0013,PR0173,2,120.9,88.73,32.17,No
S0023449,20241009,PH0015,PR0073,21,318.64,236.09,82.55,Yes
S0023450,20241009,PH0017,PR0130,6,86.04,59.45,26.59,No
S0023451,20241009,PH0017,PR0054,4,37.84,24.76,13.08,No
S0023452,20241009,PH0021,PR0156,12,215.52,141.99,73.53,No
S0023453,20241009,PH0022,PR0167,16,155.0,91.45,63.55,No
S0023454,20241009,PH0023,PR0163,1,118.44,84.68,33.76,No
S0023455,20241009,PH0023,PR0079,8,117.68,82.92,34.76,No
S0023456,20241009,PH0023,PR0039,6,134.9,96.97,37.93,Yes
S0023457,20241009,PH0023,PR0176,9,130.93,88.71,42.22,No
S0023458,20241009,PH0024,PR0218,8,137.12,97.57,39.55,No
S0023459,20241009,PH0025,PR0177,8,61.59,43.92,17.67,No
S0023460,20241009,PH0025,PR0136,4,42.65,28.9,13.75,No
S0023461,20241009,PH0026,PR0103,8,71.83,52.51,19.32,No
S0023462,20241009,PH0027,PR0182,8,52.5,33.46,19.04,No
S0023463,20241009,PH0031,PR0198,3,35.03,20.86,14.17,No
S0023464,20241009,PH0031,PR0048,9,113.49,82.17,31.32,No
S0023465,20241009,PH0032,PR0187,3,50.25,33.23,17.02,No
S0023466,20241009,PH0034,PR0189,13,237.02,178.7,58.32,Yes
S0023467,20241009,PH0036,PR0097,6,55.09,36.66,18.43,No
S0023468,20241009,PH0037,PR0202,7,102.9,69.98,32.92,No
S0023469,20241009,PH0039,PR0160,3,31.77,23.66,8.11,No
S0023470,20241009,PH0039,PR0048,12,144.12,104.14,39.98,No
S0023471,20241009,PH0039,PR0137,4,73.28,48.17,25.11,No
S0023472,20241009,PH0041,PR0119,3,83.02,67.19,15.83,No
S0023473,20241009,PH0041,PR0115,5,60.12,47.65,12.47,Yes
S0023474,20241009,PH0042,PR0074,11,25.19,16.8,8.39,No
S0023475,20241009,PH0042,PR0066,4,47.3,31.1,16.2,No
S0023476,20241009,PH0042,PR0024,4,77.16,50.13,27.03,No
S0023477,20241009,PH0045,PR0052,9,61.33,41.47,19.86,No
S0023478,20241009,PH0046,PR0111,10,295.9,228.27,67.63,No
S0023479,20241009,PH0047,PR0013,9,159.42,103.53,55.89,No
S0023480,20241009,PH0048,PR0142,4,264.28,204.33,59.95,No
S0023481,20241009,PH0050,PR0038,4,24.54,17.36,7.18,No
S0023482,20241009,PH0051,PR0123,5,185.52,148.21,37.31,No
S0023483,20241009,PH0054,PR0144,6,136.33,87.25,49.08,No
S0023484,20241009,PH0055,PR0109,9,170.86,114.62,56.24,No
S0023485,20241009,PH0056,PR0095,7,202.95,161.99,40.96,Yes
S0023486,20241009,PH0059,PR0075,2,28.68,21.57,7.11,No
S0023487,20241009,PH0059,PR0156,5,83.15,55.79,27.36,No
S0023488,20241009,PH0061,PR0182,12,71.93,45.42,26.51,No
S0023489,20241009,PH0066,PR0061,21,62.9,45.15,17.75,No
S0023490,20241009,PH0069,PR0101,2,210.9,152.66,58.24,No
S0023491,20241009,PH0070,PR0077,4,36.12,26.22,9.9,No
S0023492,20241009,PH0071,PR0132,12,128.48,90.45,38.03,No
S0023493,20241009,PH0074,PR0121,2,114.84,88.65,26.19,No
S0023494,20241009,PH0077,PR0009,12,166.56,117.85,48.71,No
S0023495,20241009,PH0077,PR0178,1,16.31,10.56,5.75,No
S0023496,20241009,PH0078,PR0178,12,201.59,134.02,67.57,No
S0023497,20241009,PH0078,PR0136,8,112.64,77.7,34.94,No
S0023498,20241009,PH0078,PR0207,12,95.05,63.26,31.79,No
S0023499,20241009,PH0079,PR0102,11,178.81,124.51,54.3,No
S0023500,20241009,PH0081,PR0004,10,142.82,98.66,44.16,Yes
S0023501,20241009,PH0083,PR0056,3,52.96,35.84,17.12,No
S0023502,20241009,PH0085,PR0119,8,221.39,180.07,41.32,No
S0023503,20241009,PH0086,PR0040,6,162.35,118.72,43.63,No
S0023504,20241009,PH0087,PR0067,2,38.56,27.84,10.72,No
S0023505,20241009,PH0089,PR0154,4,347.7,255.62,92.08,No
S0023506,20241009,PH0091,PR0200,6,46.97,33.32,13.65,No
S0023507,20241009,PH0093,PR0090,4,51.67,32.93,18.74,No
S0023508,20241009,PH0094,PR0196,9,34.19,24.11,10.08,No
S0023509,20241009,PH0095,PR0020,3,53.71,36.0,17.71,No
S0023510,20241009,PH0095,PR0206,16,73.58,52.89,20.69,No
S0023511,20241009,PH0096,PR0028,6,99.96,64.91,35.05,No
S0023512,20241009,PH0097,PR0219,5,244.44,180.45,63.99,No
S0023513,20241009,PH0100,PR0168,4,99.08,61.45,37.63,No
S0023514,20241009,PH0100,PR0180,4,251.16,188.24,62.92,No
S0023515,20241009,PH0100,PR0111,7,207.13,161.2,45.93,No
S0023516,20241009,PH0100,PR0213,8,233.2,155.16,78.04,No
S0023517,20241009,PH0101,PR0187,3,52.76,33.72,19.04,No
S0023518,20241009,PH0103,PR0186,4,82.12,55.01,27.11,No
S0023519,20241009,PH0105,PR0142,6,376.6,293.34,83.26,No
S0023520,20241009,PH0105,PR0042,7,43.29,31.55,11.74,No
S0023521,20241009,PH0105,PR0173,2,114.86,85.8,29.06,No
S0023522,20241009,PH0109,PR0053,4,34.19,25.53,8.66,Yes
S0023523,20241009,PH0110,PR0134,3,44.23,30.98,13.25,No
S0023524,20241009,PH0111,PR0189,14,272.44,185.5,86.94,No
S0023525,20241009,PH0112,PR0074,10,22.26,15.35,6.91,No
S0023526,20241009,PH0114,PR0122,4,372.6,262.0,110.6,No
S0023527,20241009,PH0117,PR0116,8,119.75,85.58,34.17,No
S0023528,20241009,PH0117,PR0140,1,18.49,11.03,7.46,No
S0023529,20241009,PH0117,PR0158,10,155.69,99.92,55.77,No
