SalesID,DateKey,PharmacyID,ProductID,UnitsSold,RevenueEUR,CostEUR,MarginEUR,PromoFlag,Profit_Margin_Pct,ASP,Margin_Tier
S0032228,20250124,PH0044,PR0054,22,214.36,144.47,69.89,No,32.6,9.74,High Margin
S0032229,20250124,PH0044,PR0062,2,122.71,97.27,25.44,No,20.73,61.36,Medium Margin
S0032230,20250124,PH0044,PR0037,5,19.38,15.02,4.36,Yes,22.5,3.88,Medium Margin
S0032231,20250124,PH0044,PR0048,12,148.44,104.52,43.92,No,29.59,12.37,Medium Margin
S0032232,20250124,PH0045,PR0219,7,342.22,252.97,89.25,No,26.08,48.89,Medium Margin
S0032233,20250124,PH0045,PR0008,2,132.89,102.14,30.75,No,23.14,66.44,Medium Margin
S0032234,20250124,PH0045,PR0156,2,34.92,23.89,11.03,No,31.59,17.46,High Margin
S0032235,20250124,PH0047,PR0168,4,104.03,62.72,41.31,No,39.71,26.01,High Margin
S0032236,20250124,PH0049,PR0168,5,96.6,62.14,34.46,No,35.67,19.32,High Margin
S0032237,20250124,PH0051,PR0042,18,91.4,64.49,26.91,No,29.44,5.08,Medium Margin
S0032238,20250124,PH0052,PR0011,4,42.85,28.08,14.77,No,34.47,10.71,High Margin
S0032239,20250124,PH0053,PR0105,21,295.69,202.26,93.43,No,31.6,14.08,High Margin
S0032240,20250124,PH0053,PR0088,1,101.48,78.26,23.22,No,22.88,101.48,Medium Margin
S0032241,20250124,PH0054,PR0048,8,98.96,70.76,28.2,No,28.5,12.37,Medium Margin
S0032242,20250124,PH0056,PR0186,4,75.01,49.81,25.2,No,33.6,18.75,High Margin
S0032243,20250124,PH0056,PR0220,12,188.56,117.87,70.69,No,37.49,15.71,High Margin
S0032244,20250124,PH0058,PR0017,15,81.16,58.44,22.72,No,27.99,5.41,Medium Margin
S0032245,20250124,PH0059,PR0124,8,408.88,319.99,88.89,No,21.74,51.11,Medium Margin
S0032246,20250124,PH0061,PR0005,14,190.06,131.99,58.07,No,30.55,13.58,High Margin
S0032247,20250124,PH0061,PR0065,15,125.4,85.32,40.08,No,31.96,8.36,High Margin
S0032248,20250124,PH0061,PR0174,8,67.49,47.21,20.28,No,30.05,8.44,High Margin
S0032249,20250124,PH0061,PR0093,2,27.26,19.83,7.43,No,27.26,13.63,Medium Margin
S0032250,20250124,PH0062,PR0067,5,91.58,66.12,25.46,No,27.8,18.32,Medium Margin
S0032251,20250124,PH0062,PR0101,3,316.35,225.89,90.46,No,28.59,105.45,Medium Margin
S0032252,20250124,PH0063,PR0021,7,96.97,65.19,31.78,No,32.77,13.85,High Margin
S0032253,20250124,PH0063,PR0217,13,152.78,94.89,57.89,No,37.89,11.75,High Margin
S0032254,20250124,PH0063,PR0097,6,62.28,41.82,20.46,No,32.85,10.38,High Margin
S0032255,20250124,PH0065,PR0173,1,48.63,40.02,8.61,Yes,17.71,48.63,Medium Margin
S0032256,20250124,PH0066,PR0121,1,57.42,44.86,12.56,No,21.87,57.42,Medium Margin
S0032257,20250124,PH0066,PR0042,2,13.54,9.6,3.94,No,29.1,6.77,Medium Margin
S0032258,20250124,PH0067,PR0158,8,172.45,107.06,65.39,No,37.92,21.56,High Margin
S0032259,20250124,PH0069,PR0135,6,121.12,84.92,36.2,No,29.89,20.19,Medium Margin
S0032260,20250124,PH0071,PR0045,14,86.72,58.75,27.97,No,32.25,6.19,High Margin
S0032261,20250124,PH0071,PR0068,5,57.9,42.27,15.63,No,26.99,11.58,Medium Margin
S0032262,20250124,PH0074,PR0108,1,15.2,11.79,3.41,No,22.43,15.2,Medium Margin
S0032263,20250124,PH0077,PR0011,17,150.41,113.96,36.45,Yes,24.23,8.85,Medium Margin
S0032264,20250124,PH0078,PR0095,5,179.12,135.49,43.63,No,24.36,35.82,Medium Margin
S0032265,20250124,PH0079,PR0214,7,97.3,61.6,35.7,No,36.69,13.9,High Margin
S0032266,20250124,PH0082,PR0210,9,293.86,179.12,114.74,No,39.05,32.65,High Margin
S0032267,20250124,PH0082,PR0111,1,30.48,24.55,5.93,No,19.46,30.48,Medium Margin
S0032268,20250124,PH0083,PR0164,15,201.16,130.28,70.88,No,35.24,13.41,High Margin
S0032269,20250124,PH0083,PR0049,3,164.42,128.35,36.07,No,21.94,54.81,Medium Margin
S0032270,20250124,PH0087,PR0090,11,154.44,91.02,63.42,No,41.06,14.04,High Margin
S0032271,20250124,PH0087,PR0027,3,299.88,208.14,91.74,No,30.59,99.96,High Margin
S0032272,20250124,PH0088,PR0130,9,118.74,77.21,41.53,No,34.98,13.19,High Margin
S0032273,20250124,PH0089,PR0157,6,136.06,93.49,42.57,No,31.29,22.68,High Margin
S0032274,20250124,PH0089,PR0100,4,271.97,199.11,72.86,No,26.79,67.99,Medium Margin
S0032275,20250124,PH0092,PR0098,2,61.0,38.44,22.56,No,36.98,30.5,High Margin
S0032276,20250124,PH0092,PR0013,6,104.26,68.62,35.64,No,34.18,17.38,High Margin
S0032277,20250124,PH0093,PR0068,8,75.12,67.32,7.8,Yes,10.38,9.39,Low Margin
S0032278,20250124,PH0093,PR0033,11,155.34,108.07,47.27,No,30.43,14.12,High Margin
S0032279,20250124,PH0094,PR0083,10,98.44,61.86,36.58,No,37.16,9.84,High Margin
S0032280,20250124,PH0095,PR0186,2,34.87,26.64,8.23,Yes,23.6,17.43,Medium Margin
S0032281,20250124,PH0095,PR0205,5,121.33,74.96,46.37,No,38.22,24.27,High Margin
S0032282,20250124,PH0095,PR0206,18,82.78,56.65,26.13,No,31.57,4.6,High Margin
S0032283,20250124,PH0095,PR0092,1,69.36,53.46,15.9,No,22.92,69.36,Medium Margin
S0032284,20250124,PH0101,PR0142,5,346.87,268.35,78.52,No,22.64,69.37,Medium Margin
S0032285,20250124,PH0104,PR0003,16,221.16,166.63,54.53,No,24.66,13.82,Medium Margin
S0032286,20250124,PH0104,PR0211,5,130.96,102.82,28.14,No,21.49,26.19,Medium Margin
S0032287,20250124,PH0105,PR0203,5,46.31,34.92,11.39,No,24.6,9.26,Medium Margin
S0032288,20250124,PH0106,PR0022,4,100.09,70.56,29.53,No,29.5,25.02,Medium Margin
S0032289,20250124,PH0106,PR0185,12,163.42,133.16,30.26,No,18.52,13.62,Medium Margin
S0032290,20250124,PH0106,PR0042,6,41.01,28.5,12.51,No,30.5,6.84,High Margin
S0032291,20250124,PH0109,PR0114,11,292.65,172.56,120.09,No,41.04,26.6,High Margin
S0032292,20250124,PH0109,PR0176,3,41.62,29.54,12.08,No,29.02,13.87,Medium Margin
S0032293,20250124,PH0110,PR0034,7,87.02,59.83,27.19,No,31.25,12.43,High Margin
S0032294,20250124,PH0111,PR0093,8,114.8,80.58,34.22,No,29.81,14.35,Medium Margin
S0032295,20250124,PH0112,PR0043,3,40.73,29.23,11.5,No,28.23,13.58,Medium Margin
S0032296,20250124,PH0117,PR0204,11,80.14,56.96,23.18,No,28.92,7.29,Medium Margin
S0032297,20250124,PH0117,PR0157,16,297.9,201.24,96.66,No,32.45,18.62,High Margin
S0032298,20250124,PH0117,PR0177,7,53.89,38.03,15.86,No,29.43,7.7,Medium Margin
S0032299,20250124,PH0120,PR0165,8,53.05,34.87,18.18,No,34.27,6.63,High Margin
S0032300,20250125,PH0002,PR0011,7,69.33,50.94,18.39,Yes,26.53,9.9,Medium Margin
S0032301,20250125,PH0008,PR0053,12,82.37,56.53,25.84,No,31.37,6.86,High Margin
S0032302,20250125,PH0010,PR0141,3,121.6,105.83,15.77,Yes,12.97,40.53,Low Margin
S0032303,20250125,PH0012,PR0171,2,178.67,140.42,38.25,No,21.41,89.34,Medium Margin
S0032304,20250125,PH0016,PR0131,6,164.98,120.52,44.46,No,26.95,27.5,Medium Margin
S0032305,20250125,PH0019,PR0164,6,79.88,55.34,24.54,Yes,30.72,13.31,High Margin
S0032306,20250125,PH0021,PR0168,10,267.52,170.99,96.53,No,36.08,26.75,High Margin
S0032307,20250125,PH0021,PR0059,6,66.87,42.98,23.89,No,35.73,11.15,High Margin
S0032308,20250125,PH0025,PR0137,6,85.74,57.63,28.11,No,32.79,14.29,High Margin
S0032309,20250125,PH0027,PR0186,19,390.06,256.85,133.21,No,34.15,20.53,High Margin
S0032310,20250125,PH0028,PR0099,14,327.58,218.98,108.6,No,33.15,23.4,High Margin
S0032311,20250125,PH0028,PR0099,3,70.2,47.72,22.48,No,32.02,23.4,High Margin
S0032312,20250125,PH0034,PR0218,12,211.85,150.61,61.24,No,28.91,17.65,Medium Margin
S0032313,20250125,PH0035,PR0089,2,26.24,18.49,7.75,No,29.54,13.12,Medium Margin
S0032314,20250125,PH0036,PR0174,19,155.22,108.28,46.94,No,30.24,8.17,High Margin
S0032315,20250125,PH0036,PR0044,16,378.3,242.25,136.05,No,35.96,23.64,High Margin
S0032316,20250125,PH0036,PR0173,4,222.46,167.29,55.17,No,24.8,55.62,Medium Margin
S0032317,20250125,PH0038,PR0106,2,132.64,105.65,26.99,No,20.35,66.32,Medium Margin
S0032318,20250125,PH0039,PR0021,1,13.32,9.23,4.09,No,30.71,13.32,High Margin
S0032319,20250125,PH0039,PR0071,6,113.1,75.87,37.23,No,32.92,18.85,High Margin
S0032320,20250125,PH0042,PR0086,6,61.11,45.95,15.16,No,24.81,10.18,Medium Margin
S0032321,20250125,PH0042,PR0011,6,67.39,44.7,22.69,No,33.67,11.23,High Margin
S0032322,20250125,PH0042,PR0095,6,225.37,173.55,51.82,No,22.99,37.56,Medium Margin
S0032323,20250125,PH0044,PR0174,20,161.42,122.22,39.2,Yes,24.28,8.07,Medium Margin
S0032324,20250125,PH0044,PR0086,19,184.55,135.99,48.56,No,26.31,9.71,Medium Margin
S0032325,20250125,PH0049,PR0130,4,44.74,30.0,14.74,No,32.95,11.18,High Margin
S0032326,20250125,PH0050,PR0109,12,220.77,168.12,52.65,Yes,23.85,18.4,Medium Margin
S0032327,20250125,PH0051,PR0078,4,71.7,49.73,21.97,No,30.64,17.92,High Margin
S0032328,20250125,PH0051,PR0182,9,44.3,29.52,14.78,No,33.36,4.92,High Margin
S0032329,20250125,PH0055,PR0053,6,55.44,39.24,16.2,No,29.22,9.24,Medium Margin
S0032330,20250125,PH0061,PR0081,8,125.48,82.47,43.01,No,34.28,15.68,High Margin
S0032331,20250125,PH0061,PR0179,6,57.57,44.82,12.75,No,22.15,9.6,Medium Margin
S0032332,20250125,PH0064,PR0205,8,144.21,85.72,58.49,No,40.56,18.03,High Margin
S0032333,20250125,PH0066,PR0045,9,51.95,42.9,9.05,Yes,17.42,5.77,Medium Margin
S0032334,20250125,PH0066,PR0079,10,141.65,102.8,38.85,No,27.43,14.16,Medium Margin
S0032335,20250125,PH0067,PR0144,1,23.82,15.16,8.66,No,36.36,23.82,High Margin
S0032336,20250125,PH0069,PR0084,4,68.82,48.63,20.19,No,29.34,17.2,Medium Margin
S0032337,20250125,PH0070,PR0133,5,106.1,67.85,38.25,No,36.05,21.22,High Margin
S0032338,20250125,PH0070,PR0187,6,100.5,65.95,34.55,No,34.38,16.75,High Margin
S0032339,20250125,PH0072,PR0016,5,64.7,42.21,22.49,No,34.76,12.94,High Margin
S0032340,20250125,PH0072,PR0052,9,58.41,38.38,20.03,No,34.29,6.49,High Margin
S0032341,20250125,PH0073,PR0112,5,123.75,84.36,39.39,No,31.83,24.75,High Margin
S0032342,20250125,PH0073,PR0020,19,323.95,210.78,113.17,No,34.93,17.05,High Margin
S0032343,20250125,PH0074,PR0043,17,228.6,164.33,64.27,No,28.11,13.45,Medium Margin
S0032344,20250125,PH0078,PR0068,10,125.56,94.92,30.64,No,24.4,12.56,Medium Margin
S0032345,20250125,PH0083,PR0096,6,44.19,29.83,14.36,No,32.5,7.36,High Margin
S0032346,20250125,PH0083,PR0118,4,260.21,213.01,47.2,Yes,18.14,65.05,Medium Margin
S0032347,20250125,PH0085,PR0071,13,208.57,156.46,52.11,Yes,24.98,16.04,Medium Margin
S0032348,20250125,PH0085,PR0123,2,90.38,73.55,16.83,No,18.62,45.19,Medium Margin
S0032349,20250125,PH0087,PR0118,4,278.0,199.37,78.63,No,28.28,69.5,Medium Margin
S0032350,20250125,PH0087,PR0075,15,215.1,157.88,57.22,No,26.6,14.34,Medium Margin
S0032351,20250125,PH0089,PR0065,4,31.41,23.0,8.41,Yes,26.77,7.85,Medium Margin
S0032352,20250125,PH0091,PR0185,12,160.31,127.97,32.34,No,20.17,13.36,Medium Margin
S0032353,20250125,PH0091,PR0085,3,22.37,14.24,8.13,No,36.34,7.46,High Margin
S0032354,20250125,PH0091,PR0205,7,166.62,104.68,61.94,No,37.17,23.8,High Margin
S0032355,20250125,PH0091,PR0115,4,61.1,42.39,18.71,No,30.62,15.28,High Margin
S0032356,20250125,PH0093,PR0172,2,46.77,36.1,10.67,No,22.81,23.38,Medium Margin
S0032357,20250125,PH0095,PR0068,13,166.39,122.29,44.1,No,26.5,12.8,Medium Margin
S0032358,20250125,PH0096,PR0009,1,13.88,10.27,3.61,No,26.01,13.88,Medium Margin
S0032359,20250125,PH0101,PR0206,8,36.79,26.9,9.89,No,26.88,4.6,Medium Margin
S0032360,20250125,PH0103,PR0209,6,252.22,202.32,49.9,No,19.78,42.04,Medium Margin
S0032361,20250125,PH0103,PR0020,5,88.66,57.19,31.47,No,35.5,17.73,High Margin
S0032362,20250125,PH0103,PR0132,5,58.6,40.78,17.82,No,30.41,11.72,High Margin
S0032363,20250125,PH0103,PR0086,5,49.04,36.14,12.9,No,26.31,9.81,Medium Margin
S0032364,20250125,PH0104,PR0093,14,206.93,140.1,66.83,No,32.3,14.78,High Margin
S0032365,20250125,PH0108,PR0124,1,52.64,40.67,11.97,No,22.74,52.64,Medium Margin
S0032366,20250125,PH0109,PR0022,1,24.54,17.25,7.29,No,29.71,24.54,Medium Margin
S0032367,20250125,PH0109,PR0064,6,131.82,98.03,33.79,No,25.63,21.97,Medium Margin
S0032368,20250125,PH0110,PR0120,4,9.39,7.36,2.03,Yes,21.62,2.35,Medium Margin
S0032369,20250125,PH0110,PR0046,8,35.77,22.14,13.63,No,38.1,4.47,High Margin
S0032370,20250125,PH0111,PR0103,5,48.8,35.18,13.62,No,27.91,9.76,Medium Margin
S0032371,20250125,PH0112,PR0002,16,118.1,86.19,31.91,No,27.02,7.38,Medium Margin
S0032372,20250125,PH0113,PR0162,6,20.29,13.9,6.39,No,31.49,3.38,High Margin
S0032373,20250125,PH0116,PR0082,2,52.55,39.72,12.83,No,24.41,26.28,Medium Margin
S0032374,20250125,PH0117,PR0130,10,111.85,73.09,38.76,No,34.65,11.18,High Margin
S0032375,20250126,PH0002,PR0089,2,29.66,20.49,9.17,No,30.92,14.83,High Margin
S0032376,20250126,PH0004,PR0014,11,105.88,76.76,29.12,No,27.5,9.63,Medium Margin
S0032377,20250126,PH0004,PR0018,3,94.44,72.55,21.89,No,23.18,31.48,Medium Margin
S0032378,20250126,PH0005,PR0213,5,113.68,76.27,37.41,No,32.91,22.74,High Margin
S0032379,20250126,PH0013,PR0208,6,97.44,67.32,30.12,No,30.91,16.24,High Margin
S0032380,20250126,PH0015,PR0097,9,89.82,60.59,29.23,No,32.54,9.98,High Margin
S0032381,20250126,PH0018,PR0200,9,62.93,41.83,21.1,No,33.53,6.99,High Margin
S0032382,20250126,PH0018,PR0123,3,131.29,104.88,26.41,No,20.12,43.76,Medium Margin
S0032383,20250126,PH0018,PR0150,3,216.63,168.32,48.31,No,22.3,72.21,Medium Margin
S0032384,20250126,PH0018,PR0208,8,119.53,77.98,41.55,No,34.76,14.94,High Margin
S0032385,20250126,PH0019,PR0097,12,129.34,86.02,43.32,No,33.49,10.78,High Margin
S0032386,20250126,PH0023,PR0139,17,181.4,120.09,61.31,No,33.8,10.67,High Margin
S0032387,20250126,PH0023,PR0001,2,21.9,16.84,5.06,No,23.11,10.95,Medium Margin
S0032388,20250126,PH0025,PR0111,4,92.32,71.27,21.05,No,22.8,23.08,Medium Margin
S0032389,20250126,PH0025,PR0061,9,20.22,14.4,5.82,No,28.78,2.25,Medium Margin
S0032390,20250126,PH0025,PR0204,20,145.7,98.48,47.22,No,32.41,7.28,High Margin
S0032391,20250126,PH0030,PR0162,4,8.25,6.7,1.55,Yes,18.79,2.06,Medium Margin
S0032392,20250126,PH0032,PR0151,17,210.29,140.88,69.41,No,33.01,12.37,High Margin
S0032393,20250126,PH0037,PR0210,8,266.28,169.92,96.36,No,36.19,33.28,High Margin
S0032394,20250126,PH0039,PR0093,2,28.7,19.72,8.98,No,31.29,14.35,High Margin
S0032395,20250126,PH0045,PR0129,4,47.12,37.55,9.57,No,20.31,11.78,Medium Margin
S0032396,20250126,PH0048,PR0130,12,172.08,120.36,51.72,No,30.06,14.34,High Margin
S0032397,20250126,PH0048,PR0077,6,54.18,39.82,14.36,No,26.5,9.03,Medium Margin
S0032398,20250126,PH0048,PR0154,3,274.5,201.57,72.93,No,26.57,91.5,Medium Margin
S0032399,20250126,PH0051,PR0124,3,119.6,91.7,27.9,No,23.33,39.87,Medium Margin
S0032400,20250126,PH0051,PR0153,3,34.0,21.13,12.87,No,37.85,11.33,High Margin
S0032401,20250126,PH0052,PR0155,11,188.19,144.71,43.48,No,23.1,17.11,Medium Margin
S0032402,20250126,PH0053,PR0182,16,91.59,67.84,23.75,Yes,25.93,5.72,Medium Margin
S0032403,20250126,PH0054,PR0052,17,113.64,73.56,40.08,No,35.27,6.68,High Margin
S0032404,20250126,PH0054,PR0011,8,85.7,54.3,31.4,No,36.64,10.71,High Margin
S0032405,20250126,PH0055,PR0064,3,67.19,49.66,17.53,No,26.09,22.4,Medium Margin
S0032406,20250126,PH0058,PR0063,10,43.96,29.54,14.42,No,32.8,4.4,High Margin
S0032407,20250126,PH0059,PR0002,7,49.21,36.38,12.83,No,26.07,7.03,Medium Margin
S0032408,20250126,PH0060,PR0142,4,277.49,215.52,61.97,No,22.33,69.37,Medium Margin
S0032409,20250126,PH0063,PR0069,1,115.52,82.52,33.0,No,28.57,115.52,Medium Margin
S0032410,20250126,PH0065,PR0174,6,49.02,35.86,13.16,No,26.85,8.17,Medium Margin
S0032411,20250126,PH0069,PR0095,1,33.04,25.19,7.85,No,23.76,33.04,Medium Margin
S0032412,20250126,PH0070,PR0172,8,203.36,154.48,48.88,No,24.04,25.42,Medium Margin
S0032413,20250126,PH0071,PR0009,3,39.56,28.57,10.99,No,27.78,13.19,Medium Margin
S0032414,20250126,PH0072,PR0079,13,177.06,131.53,45.53,No,25.71,13.62,Medium Margin
S0032415,20250126,PH0075,PR0062,3,169.77,135.51,34.26,No,20.18,56.59,Medium Margin
S0032416,20250126,PH0078,PR0121,4,227.47,179.91,47.56,No,20.91,56.87,Medium Margin
S0032417,20250126,PH0078,PR0127,5,56.07,41.97,14.1,Yes,25.15,11.21,Medium Margin
S0032418,20250126,PH0079,PR0026,9,155.91,101.9,54.01,No,34.64,17.32,High Margin
S0032419,20250126,PH0079,PR0213,6,136.42,91.85,44.57,No,32.67,22.74,High Margin
S0032420,20250126,PH0080,PR0205,7,126.18,74.36,51.82,No,41.07,18.03,High Margin
S0032421,20250126,PH0082,PR0128,8,190.18,120.39,69.79,No,36.7,23.77,High Margin
S0032422,20250126,PH0083,PR0174,1,9.15,6.68,2.47,No,26.99,9.15,Medium Margin
S0032423,20250126,PH0085,PR0159,15,165.01,110.24,54.77,No,33.19,11.0,High Margin
S0032424,20250126,PH0087,PR0183,14,160.3,111.92,48.38,No,30.18,11.45,High Margin
S0032425,20250126,PH0094,PR0014,3,28.88,20.04,8.84,No,30.61,9.63,High Margin
S0032426,20250126,PH0095,PR0176,15,212.15,142.68,69.47,No,32.75,14.14,High Margin
S0032427,20250126,PH0096,PR0033,3,37.77,31.25,6.52,Yes,17.26,12.59,Medium Margin
S0032428,20250126,PH0100,PR0135,5,106.25,74.31,31.94,No,30.06,21.25,High Margin
S0032429,20250126,PH0101,PR0143,11,465.23,363.43,101.8,No,21.88,42.29,Medium Margin
S0032430,20250126,PH0103,PR0001,1,10.55,8.07,2.48,No,23.51,10.55,Medium Margin
S0032431,20250126,PH0103,PR0126,3,12.29,8.1,4.19,No,34.09,4.1,High Margin
S0032432,20250126,PH0103,PR0015,4,186.83,141.18,45.65,No,24.43,46.71,Medium Margin
S0032433,20250126,PH0105,PR0048,5,57.05,40.1,16.95,No,29.71,11.41,Medium Margin
S0032434,20250126,PH0106,PR0180,6,395.58,291.71,103.87,No,26.26,65.93,Medium Margin
S0032435,20250126,PH0107,PR0063,6,23.2,15.03,8.17,No,35.22,3.87,High Margin
S0032436,20250126,PH0109,PR0078,2,47.34,31.36,15.98,No,33.76,23.67,High Margin
S0032437,20250126,PH0110,PR0206,9,42.57,31.14,11.43,No,26.85,4.73,Medium Margin
S0032438,20250126,PH0113,PR0126,19,78.6,51.07,27.53,No,35.03,4.14,High Margin
S0032439,20250126,PH0113,PR0053,5,46.2,32.4,13.8,No,29.87,9.24,Medium Margin
S0032440,20250126,PH0113,PR0050,12,103.19,79.03,24.16,No,23.41,8.6,Medium Margin
S0032441,20250126,PH0114,PR0072,5,118.39,81.81,36.58,Yes,30.9,23.68,High Margin
S0032442,20250126,PH0116,PR0059,15,147.06,98.51,48.55,No,33.01,9.8,High Margin
S0032443,20250126,PH0118,PR0170,2,49.16,31.95,17.21,No,35.01,24.58,High Margin
S0032444,20250126,PH0119,PR0005,9,138.9,96.2,42.7,No,30.74,15.43,High Margin
S0032445,20250126,PH0119,PR0093,6,92.99,66.18,26.81,No,28.83,15.5,Medium Margin
S0032446,20250127,PH0004,PR0024,10,112.32,83.19,29.13,Yes,25.93,11.23,Medium Margin
S0032447,20250127,PH0004,PR0077,9,63.39,45.52,17.87,No,28.19,7.04,Medium Margin
S0032448,20250127,PH0004,PR0024,24,334.34,219.38,114.96,No,34.38,13.93,High Margin
S0032449,20250127,PH0006,PR0201,8,63.08,41.52,21.56,No,34.18,7.88,High Margin
S0032450,20250127,PH0009,PR0033,2,32.23,22.04,10.19,No,31.62,16.11,High Margin
S0032451,20250127,PH0010,PR0122,5,521.44,360.64,160.8,No,30.84,104.29,High Margin
S0032452,20250127,PH0010,PR0115,21,320.77,236.03,84.74,No,26.42,15.27,Medium Margin
S0032453,20250127,PH0012,PR0035,10,21.42,13.82,7.6,No,35.48,2.14,High Margin
S0032454,20250127,PH0012,PR0113,6,42.31,28.73,13.58,No,32.1,7.05,High Margin
S0032455,20250127,PH0019,PR0183,20,247.32,166.4,80.92,No,32.72,12.37,High Margin
S0032456,20250127,PH0019,PR0033,6,99.47,68.01,31.46,No,31.63,16.58,High Margin
S0032457,20250127,PH0021,PR0186,4,85.28,55.71,29.57,No,34.67,21.32,High Margin
S0032458,20250127,PH0024,PR0027,6,599.76,419.82,179.94,No,30.0,99.96,High Margin
S0032459,20250127,PH0026,PR0092,4,218.98,182.46,36.52,Yes,16.68,54.74,Medium Margin
S0032460,20250127,PH0026,PR0002,3,19.4,14.3,5.1,No,26.29,6.47,Medium Margin
S0032461,20250127,PH0026,PR0086,14,121.46,91.38,30.08,No,24.77,8.68,Medium Margin
S0032462,20250127,PH0028,PR0119,3,83.02,67.51,15.51,No,18.68,27.67,Medium Margin
S0032463,20250127,PH0028,PR0092,2,109.78,88.35,21.43,Yes,19.52,54.89,Medium Margin
S0032464,20250127,PH0028,PR0015,2,85.33,66.06,19.27,No,22.58,42.66,Medium Margin
S0032465,20250127,PH0029,PR0063,11,47.01,29.79,17.22,No,36.63,4.27,High Margin
S0032466,20250127,PH0029,PR0058,11,120.13,102.54,17.59,Yes,14.64,10.92,Low Margin
S0032467,20250127,PH0031,PR0065,11,83.52,66.17,17.35,Yes,20.77,7.59,Medium Margin
S0032468,20250127,PH0032,PR0011,4,37.46,27.11,10.35,Yes,27.63,9.36,Medium Margin
S0032469,20250127,PH0032,PR0093,7,100.45,69.44,31.01,No,30.87,14.35,High Margin
S0032470,20250127,PH0033,PR0127,8,90.36,61.44,28.92,No,32.01,11.3,High Margin
S0032471,20250127,PH0034,PR0209,6,249.8,199.73,50.07,No,20.04,41.63,Medium Margin
S0032472,20250127,PH0034,PR0062,4,245.43,197.73,47.7,No,19.44,61.36,Medium Margin
S0032473,20250127,PH0037,PR0109,4,75.94,54.12,21.82,No,28.73,18.98,Medium Margin
S0032474,20250127,PH0039,PR0212,16,37.76,22.81,14.95,No,39.59,2.36,High Margin
S0032475,20250127,PH0042,PR0085,12,93.83,63.13,30.7,No,32.72,7.82,High Margin
S0032476,20250127,PH0042,PR0131,2,54.99,41.8,13.19,No,23.99,27.5,Medium Margin
S0032477,20250127,PH0043,PR0034,2,24.17,16.77,7.4,No,30.62,12.08,High Margin
S0032478,20250127,PH0043,PR0088,1,101.48,78.33,23.15,No,22.81,101.48,Medium Margin
S0032479,20250127,PH0043,PR0112,5,129.94,84.55,45.39,No,34.93,25.99,High Margin
S0032480,20250127,PH0049,PR0135,11,182.32,126.49,55.83,No,30.62,16.57,High Margin
S0032481,20250127,PH0051,PR0041,4,225.83,164.39,61.44,No,27.21,56.46,Medium Margin
S0032482,20250127,PH0052,PR0042,15,100.58,71.38,29.2,No,29.03,6.71,Medium Margin
S0032483,20250127,PH0053,PR0139,8,82.99,55.11,27.88,No,33.59,10.37,High Margin
S0032484,20250127,PH0053,PR0103,7,71.74,51.95,19.79,No,27.59,10.25,Medium Margin
S0032485,20250127,PH0053,PR0021,12,167.83,118.65,49.18,No,29.3,13.99,Medium Margin
S0032486,20250127,PH0053,PR0131,2,53.47,39.59,13.88,No,25.96,26.74,Medium Margin
S0032487,20250127,PH0054,PR0200,18,140.9,99.51,41.39,No,29.38,7.83,Medium Margin
S0032488,20250127,PH0055,PR0060,5,379.21,306.71,72.5,No,19.12,75.84,Medium Margin
S0032489,20250127,PH0056,PR0147,12,196.19,118.52,77.67,No,39.59,16.35,High Margin
S0032490,20250127,PH0056,PR0108,1,13.89,10.44,3.45,No,24.84,13.89,Medium Margin
S0032491,20250127,PH0056,PR0130,8,108.98,75.86,33.12,No,30.39,13.62,High Margin
S0032492,20250127,PH0057,PR0179,3,27.88,21.37,6.51,No,23.35,9.29,Medium Margin
S0032493,20250127,PH0057,PR0038,7,36.58,25.69,10.89,No,29.77,5.23,Medium Margin
S0032494,20250127,PH0058,PR0196,6,31.56,23.72,7.84,No,24.84,5.26,Medium Margin
S0032495,20250127,PH0058,PR0073,4,73.96,48.3,25.66,No,34.69,18.49,High Margin
S0032496,20250127,PH0059,PR0022,1,23.83,16.36,7.47,No,31.35,23.83,High Margin
S0032497,20250127,PH0062,PR0153,9,124.23,75.27,48.96,No,39.41,13.8,High Margin
S0032498,20250127,PH0063,PR0155,6,103.65,75.67,27.98,No,26.99,17.28,Medium Margin
S0032499,20250127,PH0064,PR0155,10,129.56,96.89,32.67,No,25.22,12.96,Medium Margin
S0032500,20250127,PH0066,PR0011,5,54.08,36.65,17.43,No,32.23,10.82,High Margin
S0032501,20250127,PH0069,PR0168,22,517.69,315.32,202.37,No,39.09,23.53,High Margin
S0032502,20250127,PH0069,PR0007,12,194.26,131.96,62.3,No,32.07,16.19,High Margin
S0032503,20250127,PH0069,PR0194,2,76.28,59.28,17.0,No,22.29,38.14,Medium Margin
S0032504,20250127,PH0071,PR0073,7,113.85,70.86,42.99,No,37.76,16.26,High Margin
S0032505,20250127,PH0071,PR0066,12,112.08,80.9,31.18,Yes,27.82,9.34,Medium Margin
S0032506,20250127,PH0075,PR0106,5,300.01,236.11,63.9,No,21.3,60.0,Medium Margin
S0032507,20250127,PH0079,PR0120,13,27.18,18.84,8.34,No,30.68,2.09,High Margin
S0032508,20250127,PH0080,PR0043,4,40.34,28.89,11.45,No,28.38,10.09,Medium Margin
S0032509,20250127,PH0080,PR0045,3,12.71,10.13,2.58,Yes,20.3,4.24,Medium Margin
